"file","relative_path","length","last_write_time","has_exact_vscode_history","history_entry_count","history_entries_json","latest_history_id","latest_history_timestamp"
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\db\PasswordUtil.java","src\com\rvsfishworld\db\PasswordUtil.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\AppSession.java","src\com\rvsfishworld\model\AppSession.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\CompanyProfile.java","src\com\rvsfishworld\model\CompanyProfile.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\DisbursementHeader.java","src\com\rvsfishworld\model\DisbursementHeader.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\DisbursementLine.java","src\com\rvsfishworld\model\DisbursementLine.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\GenericDocumentRecord.java","src\com\rvsfishworld\model\GenericDocumentRecord.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\LookupItem.java","src\com\rvsfishworld\model\LookupItem.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\MortalityLine.java","src\com\rvsfishworld\model\MortalityLine.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\MortalityRecord.java","src\com\rvsfishworld\model\MortalityRecord.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\ProformaLine.java","src\com\rvsfishworld\model\ProformaLine.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\ProformaRecord.java","src\com\rvsfishworld\model\ProformaRecord.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\ReceivingHeader.java","src\com\rvsfishworld\model\ReceivingHeader.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\ReceivingLine.java","src\com\rvsfishworld\model\ReceivingLine.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\ReceivingRuleCheck.java","src\com\rvsfishworld\model\ReceivingRuleCheck.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\SalesInvoiceLine.java","src\com\rvsfishworld\model\SalesInvoiceLine.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\SalesInvoiceRecord.java","src\com\rvsfishworld\model\SalesInvoiceRecord.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\model\UserAccount.java","src\com\rvsfishworld\model\UserAccount.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\tools\ApprovedScopeMirrorService.java","src\com\rvsfishworld\tools\ApprovedScopeMirrorService.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\tools\CisDataImporter.java","src\com\rvsfishworld\tools\CisDataImporter.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\tools\CisImportReportTool.java","src\com\rvsfishworld\tools\CisImportReportTool.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\tools\LegacyDbfInspector.java","src\com\rvsfishworld\tools\LegacyDbfInspector.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\admin\AdminApprovalPromptDialog.java","src\com\rvsfishworld\ui\admin\AdminApprovalPromptDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\admin\ApprovalPasswordDialog.java","src\com\rvsfishworld\ui\admin\ApprovalPasswordDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\admin\AuditTrailInternalFrame.java","src\com\rvsfishworld\ui\admin\AuditTrailInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\admin\CompanyProfileDialog.java","src\com\rvsfishworld\ui\admin\CompanyProfileDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\admin\LoginDialog.java","src\com\rvsfishworld\ui\admin\LoginDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\admin\UserAccountDialog.java","src\com\rvsfishworld\ui\admin\UserAccountDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\admin\UserRightsInternalFrame.java","src\com\rvsfishworld\ui\admin\UserRightsInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\chrome\CisDesktopPane.java","src\com\rvsfishworld\ui\chrome\CisDesktopPane.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\chrome\FoxProChildDialog.java","src\com\rvsfishworld\ui\chrome\FoxProChildDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\chrome\ReceivingCisChrome.java","src\com\rvsfishworld\ui\chrome\ReceivingCisChrome.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\core\CisDialogs.java","src\com\rvsfishworld\ui\core\CisDialogs.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\core\CisModuleFactory.java","src\com\rvsfishworld\ui\core\CisModuleFactory.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\core\CisScale.java","src\com\rvsfishworld\ui\core\CisScale.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\core\CisTheme.java","src\com\rvsfishworld\ui\core\CisTheme.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\core\FormLayoutSupport.java","src\com\rvsfishworld\ui\core\FormLayoutSupport.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\core\MainMenuFrame.java","src\com\rvsfishworld\ui\core\MainMenuFrame.java","0","4/13/2026 8:41:45 AM","True","1","C:\Users\gepil\AppData\Roaming\Code\User\History\-4265e142\entries.json","DiEM.java","4/10/2026 1:52:38 PM"
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\core\ReceivingCisDialogs.java","src\com\rvsfishworld\ui\core\ReceivingCisDialogs.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\core\ReceivingUiMetrics.java","src\com\rvsfishworld\ui\core\ReceivingUiMetrics.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\generic\ApprovedDocumentInternalFrame.java","src\com\rvsfishworld\ui\generic\ApprovedDocumentInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\generic\ApprovedMasterBrowseInternalFrame.java","src\com\rvsfishworld\ui\generic\ApprovedMasterBrowseInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\generic\CompactApprovedTableInternalFrame.java","src\com\rvsfishworld\ui\generic\CompactApprovedTableInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\generic\CompactCrudDialog.java","src\com\rvsfishworld\ui\generic\CompactCrudDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\generic\CrudFieldSpec.java","src\com\rvsfishworld\ui\generic\CrudFieldSpec.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\generic\CrudFieldType.java","src\com\rvsfishworld\ui\generic\CrudFieldType.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\generic\CrudTableConfig.java","src\com\rvsfishworld\ui\generic\CrudTableConfig.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\generic\DataBrowseInternalFrame.java","src\com\rvsfishworld\ui\generic\DataBrowseInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\generic\GenericDocumentEntryDialog.java","src\com\rvsfishworld\ui\generic\GenericDocumentEntryDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\generic\GenericDocumentInternalFrame.java","src\com\rvsfishworld\ui\generic\GenericDocumentInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\generic\LookupDialog.java","src\com\rvsfishworld\ui\generic\LookupDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\generic\PlaceholderInternalFrame.java","src\com\rvsfishworld\ui\generic\PlaceholderInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\CategoryMasterInternalFrame.java","src\com\rvsfishworld\ui\master\CategoryMasterInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\CustomerMasterInternalFrame.java","src\com\rvsfishworld\ui\master\CustomerMasterInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\CustomerRecordDialog.java","src\com\rvsfishworld\ui\master\CustomerRecordDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\OperationalRecordDialog.java","src\com\rvsfishworld\ui\master\OperationalRecordDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\OperationalTableInternalFrame.java","src\com\rvsfishworld\ui\master\OperationalTableInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\ProductMasterInternalFrame.java","src\com\rvsfishworld\ui\master\ProductMasterInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\ProductRecordDialog.java","src\com\rvsfishworld\ui\master\ProductRecordDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\SimpleMasterRecordDialog.java","src\com\rvsfishworld\ui\master\SimpleMasterRecordDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\SpecialOfWeekEditDialog.java","src\com\rvsfishworld\ui\master\SpecialOfWeekEditDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\SpecialOfWeekInternalFrame.java","src\com\rvsfishworld\ui\master\SpecialOfWeekInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\SupplierMasterInternalFrame.java","src\com\rvsfishworld\ui\master\SupplierMasterInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\SupplierRecordDialog.java","src\com\rvsfishworld\ui\master\SupplierRecordDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\master\TransShipperInternalFrame.java","src\com\rvsfishworld\ui\master\TransShipperInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\report\ReportBrowseInternalFrame.java","src\com\rvsfishworld\ui\report\ReportBrowseInternalFrame.java","0","4/13/2026 8:41:45 AM","True","2","C:\Users\gepil\AppData\Roaming\Code\User\History\-620b3374\entries.json","SkmU.java","4/10/2026 12:30:13 PM"
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\CoverInvoiceDialog.java","src\com\rvsfishworld\ui\transaction\CoverInvoiceDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\DisbursementEntryDialog.java","src\com\rvsfishworld\ui\transaction\DisbursementEntryDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\DisbursementRrLookupDialog.java","src\com\rvsfishworld\ui\transaction\DisbursementRrLookupDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\LocalSalesInternalFrame.java","src\com\rvsfishworld\ui\transaction\LocalSalesInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\LocalSalesPrintDialog.java","src\com\rvsfishworld\ui\transaction\LocalSalesPrintDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\MortalityEntryDialog.java","src\com\rvsfishworld\ui\transaction\MortalityEntryDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\MortalityInternalFrame.java","src\com\rvsfishworld\ui\transaction\MortalityInternalFrame.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\MortalityLineDialog.java","src\com\rvsfishworld\ui\transaction\MortalityLineDialog.java","0","4/13/2026 8:41:45 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\ProformaEntryDialog.java","src\com\rvsfishworld\ui\transaction\ProformaEntryDialog.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\ProformaInternalFrame.java","src\com\rvsfishworld\ui\transaction\ProformaInternalFrame.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\ProformaLineDialog.java","src\com\rvsfishworld\ui\transaction\ProformaLineDialog.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\ProformaLookupDialog.java","src\com\rvsfishworld\ui\transaction\ProformaLookupDialog.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\ProformaPrintDialog.java","src\com\rvsfishworld\ui\transaction\ProformaPrintDialog.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\ReceivingLineDialog.java","src\com\rvsfishworld\ui\transaction\ReceivingLineDialog.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\ReceivingPrintDialog.java","src\com\rvsfishworld\ui\transaction\ReceivingPrintDialog.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\ReceivingPurchaseEntryDialog.java","src\com\rvsfishworld\ui\transaction\ReceivingPurchaseEntryDialog.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\ReceivingPurchaseInternalFrame.java","src\com\rvsfishworld\ui\transaction\ReceivingPurchaseInternalFrame.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\ReceivingSubStationInternalFrame.java","src\com\rvsfishworld\ui\transaction\ReceivingSubStationInternalFrame.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\ReceivingSubStationPrintDialog.java","src\com\rvsfishworld\ui\transaction\ReceivingSubStationPrintDialog.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\SalesInvoiceEntryDialog.java","src\com\rvsfishworld\ui\transaction\SalesInvoiceEntryDialog.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\SalesInvoiceInternalFrame.java","src\com\rvsfishworld\ui\transaction\SalesInvoiceInternalFrame.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\SalesInvoiceLineDialog.java","src\com\rvsfishworld\ui\transaction\SalesInvoiceLineDialog.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\SalesInvoicePrintDialog.java","src\com\rvsfishworld\ui\transaction\SalesInvoicePrintDialog.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\SalesPricePickerDialog.java","src\com\rvsfishworld\ui\transaction\SalesPricePickerDialog.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\transaction\StockReportInternalFrame.java","src\com\rvsfishworld\ui\transaction\StockReportInternalFrame.java","89","4/13/2026 9:16:48 AM","True","1","C:\Users\gepil\AppData\Roaming\Code\User\History\-5a2228d4\entries.json","9Tz8.java","4/13/2026 9:16:48 AM"
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\widgets\ReceivingBrowseTable.java","src\com\rvsfishworld\ui\widgets\ReceivingBrowseTable.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\widgets\ReceivingCommandButton.java","src\com\rvsfishworld\ui\widgets\ReceivingCommandButton.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\widgets\ReceivingGridView.java","src\com\rvsfishworld\ui\widgets\ReceivingGridView.java","0","4/13/2026 8:41:46 AM","False","0","","",
"C:\Users\gepil\rvscisver1\src\com\rvsfishworld\ui\widgets\ReceivingTabButton.java","src\com\rvsfishworld\ui\widgets\ReceivingTabButton.java","0","4/13/2026 8:41:46 AM","False","0","","",
